defect_id,product_id,defect_type,defect_date,defect_location,severity,inspection_method,repair_cost,month,week,day_of_week
645,33,functional,07-06-2024,Component,Critical,Automated Testing,474.62,6,23,Friday
646,20,structural,14-01-2024,Surface,Moderate,Visual Inspection,263.76,1,2,Sunday
647,11,cosmetic,03-05-2024,Component,Moderate,Automated Testing,758.91,5,18,Friday
648,31,cosmetic,09-01-2024,Component,Critical,Visual Inspection,59.04,1,2,Tuesday
649,76,cosmetic,11-01-2024,Internal,Moderate,Visual Inspection,647.01,1,2,Thursday
650,32,cosmetic,21-05-2024,Internal,Moderate,Manual Testing,451.58,5,21,Tuesday
651,34,structural,09-02-2024,Internal,Minor,Manual Testing,221.25,2,6,Friday
652,66,cosmetic,19-04-2024,Component,Critical,Manual Testing,194.9,4,16,Friday
653,62,functional,29-02-2024,Surface,Minor,Automated Testing,433.75,2,9,Thursday
654,86,cosmetic,19-06-2024,Surface,Critical,Automated Testing,264.85,6,25,Wednesday
655,91,cosmetic,16-03-2024,Surface,Moderate,Automated Testing,230.68,3,11,Saturday
656,63,cosmetic,21-06-2024,Surface,Minor,Visual Inspection,836.11,6,25,Friday
657,73,structural,27-03-2024,Surface,Critical,Manual Testing,703.94,3,13,Wednesday
658,94,structural,09-06-2024,Surface,Moderate,Visual Inspection,814.84,6,23,Sunday
659,88,structural,19-01-2024,Component,Minor,Visual Inspection,153.25,1,3,Friday
660,12,functional,28-03-2024,Internal,Minor,Visual Inspection,324.09,3,13,Thursday
661,48,structural,06-02-2024,Component,Moderate,Visual Inspection,436.9,2,6,Tuesday
662,35,cosmetic,17-06-2024,Surface,Minor,Manual Testing,917.26,6,25,Monday
663,25,cosmetic,13-01-2024,Component,Critical,Automated Testing,45.26,1,2,Saturday
664,47,functional,26-01-2024,Surface,Critical,Visual Inspection,416.2,1,4,Friday
665,55,functional,16-05-2024,Component,Minor,Manual Testing,246.83,5,20,Thursday
666,45,structural,03-01-2024,Component,Critical,Visual Inspection,824.28,1,1,Wednesday
667,12,cosmetic,02-06-2024,Surface,Minor,Visual Inspection,680.74,6,22,Sunday
668,33,structural,26-02-2024,Surface,Critical,Automated Testing,376.62,2,9,Monday
669,3,functional,10-01-2024,Surface,Moderate,Manual Testing,400.79,1,2,Wednesday
670,15,structural,19-02-2024,Component,Critical,Visual Inspection,496.72,2,8,Monday
671,45,structural,21-04-2024,Component,Moderate,Manual Testing,369.13,4,16,Sunday
672,16,functional,19-05-2024,Internal,Moderate,Automated Testing,916.45,5,20,Sunday
673,63,functional,01-05-2024,Internal,Minor,Visual Inspection,152.08,5,18,Wednesday
674,63,structural,06-01-2024,Surface,Moderate,Visual Inspection,373.52,1,1,Saturday
675,96,cosmetic,12-05-2024,Surface,Critical,Visual Inspection,345.64,5,19,Sunday
676,4,cosmetic,06-04-2024,Internal,Critical,Visual Inspection,33.95,4,14,Saturday
677,2,structural,04-01-2024,Component,Critical,Visual Inspection,478.44,1,1,Thursday
678,19,functional,20-03-2024,Component,Critical,Manual Testing,884.03,3,12,Wednesday
679,61,structural,23-01-2024,Internal,Critical,Visual Inspection,113.64,1,4,Tuesday
680,5,structural,19-01-2024,Component,Moderate,Visual Inspection,479.38,1,3,Friday
681,8,structural,16-01-2024,Internal,Critical,Visual Inspection,395.56,1,3,Tuesday
682,6,structural,13-01-2024,Component,Moderate,Manual Testing,290.66,1,2,Saturday
683,18,cosmetic,25-02-2024,Component,Minor,Visual Inspection,309.32,2,8,Sunday
684,33,structural,16-03-2024,Component,Moderate,Manual Testing,28.05,3,11,Saturday
685,40,structural,24-06-2024,Surface,Critical,Visual Inspection,37.69,6,26,Monday
686,35,cosmetic,23-01-2024,Internal,Critical,Automated Testing,293.44,1,4,Tuesday
687,99,functional,16-03-2024,Component,Minor,Visual Inspection,249.02,3,11,Saturday
688,65,structural,18-02-2024,Surface,Minor,Manual Testing,327.88,2,7,Sunday
689,56,cosmetic,09-03-2024,Surface,Critical,Manual Testing,749.31,3,10,Saturday
690,96,cosmetic,26-05-2024,Component,Minor,Automated Testing,19.23,5,21,Sunday
691,4,functional,31-05-2024,Internal,Critical,Manual Testing,470.43,5,22,Friday
692,67,cosmetic,18-02-2024,Component,Critical,Automated Testing,135.49,2,7,Sunday
693,95,structural,26-06-2024,Component,Minor,Manual Testing,531.4,6,26,Wednesday
694,18,cosmetic,16-02-2024,Surface,Critical,Manual Testing,205.83,2,7,Friday
695,97,cosmetic,20-04-2024,Component,Moderate,Visual Inspection,547.02,4,16,Saturday
696,84,functional,06-01-2024,Component,Moderate,Visual Inspection,459.29,1,1,Saturday
697,51,cosmetic,02-04-2024,Surface,Critical,Manual Testing,762.32,4,14,Tuesday
698,34,cosmetic,29-03-2024,Component,Moderate,Visual Inspection,684.85,3,13,Friday
699,1,cosmetic,04-04-2024,Component,Critical,Automated Testing,940.9,4,14,Thursday
700,41,cosmetic,13-02-2024,Surface,Minor,Manual Testing,894.66,2,7,Tuesday
701,67,functional,30-03-2024,Component,Minor,Manual Testing,10.44,3,13,Saturday
702,43,cosmetic,20-04-2024,Component,Minor,Visual Inspection,878.23,4,16,Saturday
703,34,structural,31-01-2024,Internal,Minor,Automated Testing,164.64,1,5,Wednesday
704,7,structural,02-02-2024,Internal,Critical,Visual Inspection,132.46,2,5,Friday
705,54,functional,03-02-2024,Internal,Moderate,Automated Testing,789.51,2,5,Saturday
706,37,functional,24-05-2024,Component,Moderate,Visual Inspection,969.4,5,21,Friday
707,86,functional,14-03-2024,Surface,Critical,Automated Testing,667.18,3,11,Thursday
708,22,functional,09-04-2024,Component,Minor,Manual Testing,781.35,4,15,Tuesday
709,79,functional,10-03-2024,Component,Minor,Automated Testing,711.6,3,10,Sunday
710,4,cosmetic,26-06-2024,Surface,Moderate,Visual Inspection,91.9,6,26,Wednesday
711,36,cosmetic,28-05-2024,Internal,Minor,Manual Testing,767.74,5,22,Tuesday
712,74,structural,30-03-2024,Surface,Minor,Visual Inspection,535.88,3,13,Saturday
713,36,structural,29-02-2024,Internal,Critical,Automated Testing,390.43,2,9,Thursday
714,66,cosmetic,04-06-2024,Component,Minor,Visual Inspection,932.34,6,23,Tuesday
715,27,functional,21-04-2024,Surface,Moderate,Manual Testing,763.5,4,16,Sunday
716,86,structural,05-04-2024,Surface,Minor,Visual Inspection,438.58,4,14,Friday
717,84,cosmetic,01-01-2024,Internal,Minor,Manual Testing,147.94,1,1,Monday
718,33,cosmetic,11-03-2024,Internal,Minor,Automated Testing,967.35,3,11,Monday
719,18,cosmetic,04-04-2024,Internal,Minor,Manual Testing,909.42,4,14,Thursday
720,77,functional,02-02-2024,Internal,Moderate,Manual Testing,617.24,2,5,Friday
721,44,cosmetic,26-04-2024,Component,Moderate,Manual Testing,552,4,17,Friday
722,76,structural,10-03-2024,Internal,Minor,Manual Testing,746.64,3,10,Sunday
723,25,structural,27-01-2024,Internal,Critical,Visual Inspection,133.43,1,4,Saturday
724,58,structural,21-02-2024,Surface,Moderate,Manual Testing,437.82,2,8,Wednesday
725,15,cosmetic,27-03-2024,Surface,Minor,Visual Inspection,713.29,3,13,Wednesday
726,24,cosmetic,25-02-2024,Surface,Critical,Automated Testing,321.04,2,8,Sunday
727,92,functional,12-01-2024,Surface,Minor,Automated Testing,988.41,1,2,Friday
728,5,structural,10-01-2024,Component,Critical,Manual Testing,164.56,1,2,Wednesday
729,74,structural,28-02-2024,Component,Moderate,Manual Testing,357.07,2,9,Wednesday
730,31,structural,19-03-2024,Surface,Minor,Automated Testing,189.23,3,12,Tuesday
731,37,cosmetic,30-05-2024,Component,Moderate,Manual Testing,840.24,5,22,Thursday
732,44,structural,21-02-2024,Internal,Minor,Automated Testing,630.5,2,8,Wednesday
733,28,functional,06-02-2024,Surface,Moderate,Manual Testing,584.54,2,6,Tuesday
734,85,functional,16-02-2024,Surface,Moderate,Automated Testing,995.47,2,7,Friday
735,60,structural,12-02-2024,Surface,Critical,Manual Testing,894.31,2,7,Monday
736,63,functional,21-01-2024,Component,Minor,Automated Testing,420.57,1,3,Sunday
737,46,structural,14-04-2024,Component,Moderate,Visual Inspection,71.86,4,15,Sunday
738,81,structural,04-05-2024,Internal,Minor,Manual Testing,895.96,5,18,Saturday
739,98,cosmetic,04-02-2024,Component,Moderate,Manual Testing,491.28,2,5,Sunday
740,79,functional,23-04-2024,Internal,Moderate,Manual Testing,63.99,4,17,Tuesday
741,91,cosmetic,06-04-2024,Internal,Minor,Visual Inspection,409.99,4,14,Saturday
742,51,cosmetic,06-01-2024,Internal,Critical,Automated Testing,391.78,1,1,Saturday
743,27,cosmetic,24-01-2024,Internal,Minor,Manual Testing,921.78,1,4,Wednesday
744,30,cosmetic,10-06-2024,Component,Minor,Manual Testing,789.34,6,24,Monday
745,97,cosmetic,08-05-2024,Internal,Moderate,Visual Inspection,862.7,5,19,Wednesday
746,93,structural,09-02-2024,Component,Minor,Manual Testing,395.02,2,6,Friday
747,52,cosmetic,03-03-2024,Surface,Minor,Visual Inspection,507.39,3,9,Sunday
748,41,cosmetic,14-02-2024,Internal,Moderate,Manual Testing,990.02,2,7,Wednesday
749,64,functional,17-06-2024,Component,Minor,Visual Inspection,466.97,6,25,Monday
750,9,functional,23-03-2024,Surface,Moderate,Manual Testing,49.52,3,12,Saturday
751,42,functional,14-01-2024,Component,Minor,Manual Testing,543.93,1,2,Sunday
752,81,functional,12-05-2024,Surface,Moderate,Automated Testing,688.91,5,19,Sunday
753,83,cosmetic,08-01-2024,Surface,Critical,Visual Inspection,140.96,1,2,Monday
754,17,structural,13-01-2024,Component,Minor,Manual Testing,624.69,1,2,Saturday
755,90,cosmetic,01-01-2024,Component,Critical,Manual Testing,317.5,1,1,Monday
756,77,functional,12-06-2024,Component,Minor,Manual Testing,363.84,6,24,Wednesday
757,40,functional,17-03-2024,Surface,Moderate,Manual Testing,472.15,3,11,Sunday
758,12,cosmetic,22-01-2024,Internal,Moderate,Automated Testing,765.19,1,4,Monday
759,40,cosmetic,23-03-2024,Surface,Moderate,Manual Testing,551.79,3,12,Saturday
760,31,structural,22-06-2024,Surface,Critical,Manual Testing,950.2,6,25,Saturday
761,67,functional,05-01-2024,Component,Critical,Automated Testing,749.01,1,1,Friday
762,27,cosmetic,15-02-2024,Internal,Critical,Manual Testing,917.24,2,7,Thursday
763,44,cosmetic,24-04-2024,Component,Minor,Automated Testing,527.76,4,17,Wednesday
764,40,structural,26-04-2024,Internal,Minor,Visual Inspection,615.24,4,17,Friday
765,70,structural,26-04-2024,Component,Minor,Visual Inspection,610.26,4,17,Friday
766,49,cosmetic,06-04-2024,Component,Moderate,Visual Inspection,305.36,4,14,Saturday
767,81,structural,23-03-2024,Component,Minor,Automated Testing,753.7,3,12,Saturday
768,48,cosmetic,09-01-2024,Internal,Moderate,Visual Inspection,67.49,1,2,Tuesday
769,83,structural,26-06-2024,Component,Minor,Visual Inspection,655.26,6,26,Wednesday
770,56,structural,24-04-2024,Surface,Moderate,Visual Inspection,119.28,4,17,Wednesday
771,97,structural,13-01-2024,Internal,Critical,Manual Testing,617.35,1,2,Saturday
772,1,cosmetic,11-06-2024,Surface,Critical,Manual Testing,514.52,6,24,Tuesday
773,57,functional,30-03-2024,Component,Minor,Automated Testing,552.3,3,13,Saturday
774,35,structural,17-03-2024,Surface,Critical,Manual Testing,957.27,3,11,Sunday
775,22,cosmetic,16-05-2024,Surface,Minor,Visual Inspection,379.78,5,20,Thursday
776,37,structural,02-05-2024,Surface,Minor,Automated Testing,20.93,5,18,Thursday
777,59,functional,31-05-2024,Component,Moderate,Visual Inspection,698.16,5,22,Friday
778,31,functional,16-01-2024,Component,Critical,Manual Testing,270.7,1,3,Tuesday
779,71,structural,24-03-2024,Internal,Critical,Manual Testing,733.76,3,12,Sunday
780,81,functional,05-02-2024,Surface,Minor,Manual Testing,918.81,2,6,Monday
781,10,cosmetic,30-05-2024,Component,Minor,Manual Testing,830.39,5,22,Thursday
782,92,functional,04-04-2024,Internal,Moderate,Visual Inspection,429.08,4,14,Thursday
783,73,cosmetic,09-04-2024,Internal,Moderate,Automated Testing,800.91,4,15,Tuesday
784,2,functional,30-03-2024,Surface,Moderate,Automated Testing,36.5,3,13,Saturday
785,63,cosmetic,07-04-2024,Surface,Moderate,Visual Inspection,861.84,4,14,Sunday
786,54,cosmetic,24-06-2024,Surface,Minor,Automated Testing,947.21,6,26,Monday
787,36,functional,23-01-2024,Surface,Minor,Manual Testing,37.44,1,4,Tuesday
788,41,structural,25-01-2024,Component,Critical,Automated Testing,571.65,1,4,Thursday
789,54,structural,21-01-2024,Surface,Minor,Automated Testing,331.32,1,3,Sunday
790,3,structural,10-03-2024,Internal,Critical,Manual Testing,212.4,3,10,Sunday
791,94,functional,15-04-2024,Surface,Minor,Automated Testing,451.46,4,16,Monday
792,99,functional,05-03-2024,Internal,Minor,Manual Testing,948.05,3,10,Tuesday
793,79,functional,07-05-2024,Component,Moderate,Visual Inspection,111.39,5,19,Tuesday
794,81,structural,21-03-2024,Internal,Critical,Automated Testing,281.41,3,12,Thursday
795,83,structural,08-03-2024,Internal,Minor,Automated Testing,866.14,3,10,Friday
796,83,structural,08-05-2024,Component,Minor,Visual Inspection,545.23,5,19,Wednesday
797,62,cosmetic,09-06-2024,Surface,Moderate,Visual Inspection,545.72,6,23,Sunday
798,77,functional,10-05-2024,Component,Critical,Visual Inspection,395.56,5,19,Friday
799,87,structural,08-06-2024,Component,Moderate,Manual Testing,914.5,6,23,Saturday
800,38,cosmetic,30-05-2024,Internal,Minor,Automated Testing,339.94,5,22,Thursday
801,77,cosmetic,18-03-2024,Surface,Moderate,Visual Inspection,206.92,3,12,Monday
802,98,functional,17-03-2024,Component,Moderate,Visual Inspection,336.29,3,11,Sunday
803,93,structural,08-01-2024,Internal,Critical,Visual Inspection,911.03,1,2,Monday
804,13,structural,06-01-2024,Surface,Minor,Visual Inspection,720.18,1,1,Saturday
805,23,functional,17-04-2024,Surface,Moderate,Manual Testing,602.51,4,16,Wednesday
806,22,functional,08-04-2024,Internal,Critical,Manual Testing,996.6,4,15,Monday
807,99,cosmetic,28-01-2024,Surface,Minor,Automated Testing,373.64,1,4,Sunday
808,99,cosmetic,30-03-2024,Component,Minor,Visual Inspection,792.57,3,13,Saturday
809,8,structural,19-03-2024,Surface,Minor,Visual Inspection,956.44,3,12,Tuesday
810,77,functional,30-06-2024,Component,Critical,Manual Testing,916.1,6,26,Sunday
811,7,functional,15-05-2024,Surface,Moderate,Visual Inspection,93.31,5,20,Wednesday
812,76,structural,18-03-2024,Internal,Critical,Automated Testing,576.28,3,12,Monday
813,93,functional,06-05-2024,Surface,Minor,Visual Inspection,89.52,5,19,Monday
814,79,structural,06-01-2024,Component,Minor,Manual Testing,381.12,1,1,Saturday
815,65,structural,21-06-2024,Surface,Moderate,Visual Inspection,686.02,6,25,Friday
816,43,functional,17-03-2024,Surface,Minor,Manual Testing,585.81,3,11,Sunday
817,96,structural,31-03-2024,Internal,Critical,Automated Testing,28.26,3,13,Sunday
818,82,functional,06-03-2024,Component,Critical,Visual Inspection,858.99,3,10,Wednesday
819,63,cosmetic,28-02-2024,Surface,Critical,Automated Testing,373.68,2,9,Wednesday
820,61,functional,19-02-2024,Component,Critical,Manual Testing,937.41,2,8,Monday
821,65,cosmetic,11-02-2024,Surface,Moderate,Visual Inspection,960.72,2,6,Sunday
822,41,functional,25-02-2024,Component,Moderate,Manual Testing,988.9,2,8,Sunday
823,88,cosmetic,29-01-2024,Internal,Minor,Automated Testing,890.34,1,5,Monday
824,45,structural,13-02-2024,Component,Minor,Automated Testing,838.89,2,7,Tuesday
825,26,functional,26-01-2024,Component,Moderate,Automated Testing,90.18,1,4,Friday
826,8,cosmetic,26-01-2024,Component,Minor,Manual Testing,693.38,1,4,Friday
827,96,cosmetic,19-01-2024,Component,Minor,Manual Testing,904.55,1,3,Friday
828,25,functional,12-05-2024,Surface,Critical,Manual Testing,446.66,5,19,Sunday
829,90,cosmetic,12-02-2024,Internal,Critical,Automated Testing,561.22,2,7,Monday
830,62,cosmetic,12-04-2024,Surface,Moderate,Visual Inspection,227.29,4,15,Friday
831,57,structural,24-04-2024,Internal,Critical,Manual Testing,129.15,4,17,Wednesday
832,37,cosmetic,02-06-2024,Surface,Critical,Automated Testing,105.91,6,22,Sunday
833,90,cosmetic,15-02-2024,Component,Minor,Visual Inspection,833.94,2,7,Thursday
834,4,structural,09-04-2024,Internal,Moderate,Automated Testing,10.55,4,15,Tuesday
835,69,functional,02-01-2024,Surface,Critical,Automated Testing,744.8,1,1,Tuesday
836,95,structural,08-05-2024,Surface,Critical,Automated Testing,114.02,5,19,Wednesday
837,30,functional,10-03-2024,Surface,Minor,Manual Testing,113.95,3,10,Sunday
838,76,structural,14-06-2024,Surface,Critical,Automated Testing,390.19,6,24,Friday
839,26,cosmetic,11-05-2024,Surface,Critical,Automated Testing,418.17,5,19,Saturday
840,95,structural,16-02-2024,Surface,Moderate,Automated Testing,536.08,2,7,Friday
841,49,structural,25-01-2024,Component,Minor,Manual Testing,857.55,1,4,Thursday
842,32,functional,13-01-2024,Surface,Minor,Automated Testing,800.23,1,2,Saturday
843,97,functional,30-04-2024,Surface,Moderate,Visual Inspection,526.93,4,18,Tuesday
844,83,structural,18-02-2024,Component,Critical,Automated Testing,97.57,2,7,Sunday
845,50,cosmetic,27-02-2024,Component,Moderate,Automated Testing,438.29,2,9,Tuesday
846,48,structural,25-06-2024,Internal,Minor,Manual Testing,937.74,6,26,Tuesday
847,33,functional,22-06-2024,Component,Moderate,Visual Inspection,261.19,6,25,Saturday
848,28,functional,01-05-2024,Component,Critical,Visual Inspection,155.84,5,18,Wednesday
849,100,cosmetic,01-06-2024,Component,Critical,Visual Inspection,761.38,6,22,Saturday
850,10,structural,24-06-2024,Component,Moderate,Automated Testing,693.41,6,26,Monday
851,95,functional,20-03-2024,Component,Moderate,Automated Testing,319.06,3,12,Wednesday
852,7,functional,02-03-2024,Internal,Moderate,Visual Inspection,451.5,3,9,Saturday
853,12,structural,05-05-2024,Surface,Moderate,Automated Testing,497.38,5,18,Sunday
854,14,functional,30-06-2024,Surface,Minor,Visual Inspection,556.73,6,26,Sunday
855,31,cosmetic,07-02-2024,Component,Critical,Visual Inspection,414.41,2,6,Wednesday
856,20,structural,01-02-2024,Surface,Critical,Manual Testing,450.18,2,5,Thursday
857,49,functional,10-04-2024,Component,Moderate,Automated Testing,992.76,4,15,Wednesday
858,51,structural,12-05-2024,Surface,Minor,Visual Inspection,797.39,5,19,Sunday
859,25,cosmetic,25-03-2024,Internal,Minor,Manual Testing,651.04,3,13,Monday
860,10,structural,24-06-2024,Component,Moderate,Visual Inspection,862.64,6,26,Monday
861,51,structural,11-01-2024,Surface,Critical,Automated Testing,915.73,1,2,Thursday
862,63,structural,16-02-2024,Component,Critical,Visual Inspection,445.47,2,7,Friday
863,46,functional,16-03-2024,Surface,Critical,Automated Testing,789.92,3,11,Saturday
864,95,cosmetic,03-01-2024,Component,Critical,Manual Testing,951.99,1,1,Wednesday
865,97,structural,14-06-2024,Surface,Critical,Visual Inspection,345.34,6,24,Friday
866,99,cosmetic,22-02-2024,Surface,Minor,Visual Inspection,119.16,2,8,Thursday
867,9,cosmetic,16-03-2024,Surface,Minor,Automated Testing,649.87,3,11,Saturday
868,38,cosmetic,10-05-2024,Surface,Critical,Manual Testing,141.43,5,19,Friday
869,55,functional,08-06-2024,Surface,Critical,Manual Testing,753.6,6,23,Saturday
870,39,structural,04-05-2024,Internal,Critical,Visual Inspection,210.03,5,18,Saturday
871,59,structural,13-06-2024,Surface,Critical,Manual Testing,992.01,6,24,Thursday
872,1,functional,20-05-2024,Internal,Minor,Automated Testing,148.15,5,21,Monday
873,5,functional,05-01-2024,Surface,Critical,Visual Inspection,577.39,1,1,Friday
874,1,cosmetic,19-04-2024,Surface,Critical,Visual Inspection,98.45,4,16,Friday
875,81,structural,18-04-2024,Component,Moderate,Manual Testing,734.65,4,16,Thursday
876,31,cosmetic,31-03-2024,Surface,Critical,Manual Testing,485.93,3,13,Sunday
877,67,structural,04-02-2024,Component,Minor,Automated Testing,505.47,2,5,Sunday
878,13,functional,20-05-2024,Internal,Critical,Automated Testing,769.34,5,21,Monday
879,37,structural,11-03-2024,Internal,Moderate,Manual Testing,939.94,3,11,Monday
880,91,cosmetic,19-04-2024,Surface,Minor,Visual Inspection,18.7,4,16,Friday
881,26,functional,21-01-2024,Internal,Minor,Automated Testing,892.85,1,3,Sunday
882,39,functional,21-05-2024,Component,Moderate,Automated Testing,85.21,5,21,Tuesday
883,35,functional,06-06-2024,Component,Minor,Visual Inspection,20.83,6,23,Thursday
884,4,cosmetic,01-04-2024,Internal,Minor,Manual Testing,800.02,4,14,Monday
885,28,cosmetic,07-06-2024,Surface,Critical,Visual Inspection,525.36,6,23,Friday
886,4,structural,29-04-2024,Surface,Minor,Visual Inspection,164.46,4,18,Monday
887,95,structural,29-05-2024,Component,Moderate,Manual Testing,452.93,5,22,Wednesday
888,17,cosmetic,16-04-2024,Component,Critical,Automated Testing,729.83,4,16,Tuesday
889,52,functional,05-05-2024,Component,Moderate,Automated Testing,138.24,5,18,Sunday
890,49,structural,05-06-2024,Internal,Minor,Automated Testing,901.01,6,23,Wednesday
891,90,functional,17-06-2024,Internal,Minor,Manual Testing,780.69,6,25,Monday
892,4,structural,12-05-2024,Internal,Critical,Automated Testing,280.56,5,19,Sunday
893,64,structural,07-04-2024,Surface,Minor,Manual Testing,437.25,4,14,Sunday
894,73,structural,19-05-2024,Surface,Minor,Manual Testing,902.78,5,20,Sunday
895,64,structural,09-01-2024,Internal,Minor,Visual Inspection,687.38,1,2,Tuesday
896,64,structural,29-03-2024,Internal,Minor,Manual Testing,436.79,3,13,Friday
897,56,functional,15-05-2024,Internal,Minor,Manual Testing,991.95,5,20,Wednesday
898,58,structural,16-05-2024,Surface,Moderate,Manual Testing,247.97,5,20,Thursday
899,65,cosmetic,16-03-2024,Component,Critical,Manual Testing,895.77,3,11,Saturday
900,84,functional,16-02-2024,Surface,Critical,Manual Testing,628.29,2,7,Friday
901,27,cosmetic,20-03-2024,Internal,Critical,Manual Testing,40.8,3,12,Wednesday
902,60,structural,12-03-2024,Component,Minor,Manual Testing,709.87,3,11,Tuesday
903,88,functional,24-05-2024,Surface,Minor,Automated Testing,450.31,5,21,Friday
904,4,cosmetic,08-04-2024,Surface,Moderate,Visual Inspection,577.2,4,15,Monday
905,100,functional,07-02-2024,Surface,Minor,Manual Testing,431.46,2,6,Wednesday
906,6,structural,25-01-2024,Surface,Critical,Visual Inspection,62.68,1,4,Thursday
907,4,structural,16-02-2024,Component,Minor,Visual Inspection,988.05,2,7,Friday
908,31,functional,24-04-2024,Component,Moderate,Manual Testing,156.46,4,17,Wednesday
909,6,functional,08-03-2024,Component,Critical,Visual Inspection,32.9,3,10,Friday
910,43,functional,29-02-2024,Surface,Moderate,Manual Testing,443.75,2,9,Thursday
911,82,functional,07-06-2024,Component,Minor,Visual Inspection,62.7,6,23,Friday
912,46,functional,28-04-2024,Component,Moderate,Visual Inspection,278.6,4,17,Sunday
913,77,functional,26-06-2024,Surface,Moderate,Automated Testing,213.48,6,26,Wednesday
914,89,functional,15-06-2024,Internal,Critical,Automated Testing,90.11,6,24,Saturday
915,66,cosmetic,05-03-2024,Surface,Moderate,Visual Inspection,108.7,3,10,Tuesday
916,7,structural,21-02-2024,Surface,Moderate,Visual Inspection,75.06,2,8,Wednesday
917,66,cosmetic,04-01-2024,Component,Critical,Automated Testing,511.65,1,1,Thursday
918,24,functional,01-06-2024,Component,Moderate,Visual Inspection,535.87,6,22,Saturday
919,35,cosmetic,01-03-2024,Internal,Minor,Visual Inspection,585.78,3,9,Friday
920,47,functional,03-01-2024,Surface,Moderate,Visual Inspection,873.58,1,1,Wednesday
921,91,cosmetic,09-03-2024,Internal,Moderate,Automated Testing,73.46,3,10,Saturday
922,90,cosmetic,17-03-2024,Component,Minor,Visual Inspection,793.46,3,11,Sunday
923,36,structural,29-03-2024,Surface,Minor,Visual Inspection,893.77,3,13,Friday
924,2,cosmetic,16-06-2024,Component,Minor,Manual Testing,409.43,6,24,Sunday
925,11,functional,03-05-2024,Internal,Minor,Automated Testing,351.86,5,18,Friday
926,16,functional,12-01-2024,Internal,Moderate,Automated Testing,933.37,1,2,Friday
927,44,cosmetic,19-03-2024,Surface,Moderate,Visual Inspection,333.92,3,12,Tuesday
928,80,structural,27-04-2024,Internal,Moderate,Manual Testing,904.57,4,17,Saturday
929,5,functional,27-04-2024,Surface,Critical,Visual Inspection,225.51,4,17,Saturday
930,52,functional,14-05-2024,Component,Critical,Automated Testing,664.52,5,20,Tuesday
931,81,structural,04-02-2024,Internal,Critical,Automated Testing,486.49,2,5,Sunday
932,80,functional,14-05-2024,Internal,Moderate,Visual Inspection,127.23,5,20,Tuesday
933,15,cosmetic,16-05-2024,Internal,Minor,Visual Inspection,121.96,5,20,Thursday
934,62,cosmetic,06-05-2024,Surface,Minor,Manual Testing,267.64,5,19,Monday
935,46,structural,19-01-2024,Surface,Critical,Automated Testing,298.03,1,3,Friday
936,7,cosmetic,03-02-2024,Component,Moderate,Automated Testing,604.72,2,5,Saturday
937,94,structural,18-04-2024,Internal,Critical,Manual Testing,749.05,4,16,Thursday
938,38,structural,08-04-2024,Surface,Minor,Manual Testing,499.34,4,15,Monday
939,92,cosmetic,16-02-2024,Internal,Moderate,Visual Inspection,590.85,2,7,Friday
940,29,functional,01-04-2024,Internal,Minor,Manual Testing,355.6,4,14,Monday
941,46,structural,27-01-2024,Component,Minor,Visual Inspection,266.97,1,4,Saturday
942,46,structural,29-05-2024,Surface,Critical,Visual Inspection,160.08,5,22,Wednesday
943,79,cosmetic,17-04-2024,Internal,Moderate,Manual Testing,827.64,4,16,Wednesday
944,72,functional,11-03-2024,Surface,Minor,Manual Testing,19.83,3,11,Monday
945,10,cosmetic,24-05-2024,Surface,Minor,Visual Inspection,989.49,5,21,Friday
946,87,cosmetic,03-03-2024,Internal,Minor,Manual Testing,133.9,3,9,Sunday
947,6,cosmetic,03-03-2024,Internal,Moderate,Visual Inspection,739.33,3,9,Sunday
948,70,structural,16-02-2024,Component,Moderate,Automated Testing,947.83,2,7,Friday
949,60,structural,11-04-2024,Surface,Critical,Automated Testing,743.44,4,15,Thursday
950,23,structural,23-02-2024,Surface,Critical,Automated Testing,534.79,2,8,Friday
951,2,functional,08-06-2024,Internal,Moderate,Visual Inspection,479.56,6,23,Saturday
952,23,structural,26-02-2024,Surface,Critical,Visual Inspection,87.89,2,9,Monday
953,81,functional,27-03-2024,Surface,Minor,Manual Testing,571.61,3,13,Wednesday
954,46,structural,17-06-2024,Surface,Moderate,Visual Inspection,485.1,6,25,Monday
955,85,functional,28-02-2024,Internal,Minor,Manual Testing,289.68,2,9,Wednesday
956,43,functional,01-03-2024,Surface,Critical,Manual Testing,962.48,3,9,Friday
957,13,structural,27-05-2024,Internal,Minor,Automated Testing,13.19,5,22,Monday
958,25,structural,03-04-2024,Component,Critical,Visual Inspection,298.81,4,14,Wednesday
959,53,cosmetic,27-04-2024,Component,Critical,Automated Testing,916.49,4,17,Saturday
960,59,cosmetic,19-03-2024,Internal,Critical,Automated Testing,15.96,3,12,Tuesday
961,3,structural,29-03-2024,Component,Moderate,Visual Inspection,383.65,3,13,Friday
962,78,cosmetic,30-01-2024,Component,Critical,Manual Testing,612.25,1,5,Tuesday
963,51,cosmetic,26-05-2024,Component,Minor,Automated Testing,142,5,21,Sunday
964,45,functional,13-02-2024,Component,Critical,Manual Testing,685.35,2,7,Tuesday
965,45,functional,22-06-2024,Internal,Critical,Visual Inspection,358.46,6,25,Saturday
966,54,functional,29-03-2024,Internal,Moderate,Visual Inspection,310.35,3,13,Friday
